work_id,shift_amount,anchor_perf_id,target_perf_id,anchor_audio_file,target_audio_file
1593,-1,1595,796207,1593_1595_Anchor_shift-1.wav,1593_796207_Target_shift-1.wav
1614,0,492851,1611668,1614_492851_Anchor_shift0.wav,1614_1611668_Target_shift0.wav
1614,1,492851,1611668,1614_492851_Anchor_shift+1.wav,1614_1611668_Target_shift+1.wav
1614,-1,492851,1611668,1614_492851_Anchor_shift-1.wav,1614_1611668_Target_shift-1.wav
1634,0,17078,430649,1634_17078_Anchor_shift0.wav,1634_430649_Target_shift0.wav
1634,1,17078,430649,1634_17078_Anchor_shift+1.wav,1634_430649_Target_shift+1.wav
1634,-1,17078,430649,1634_17078_Anchor_shift-1.wav,1634_430649_Target_shift-1.wav
1636,0,1706967,458470,1636_1706967_Anchor_shift0.wav,1636_458470_Target_shift0.wav
1636,1,1706967,458470,1636_1706967_Anchor_shift+1.wav,1636_458470_Target_shift+1.wav
1636,-1,1706967,458470,1636_1706967_Anchor_shift-1.wav,1636_458470_Target_shift-1.wav
1650,0,1650,1757,1650_1650_Anchor_shift0.wav,1650_1757_Target_shift0.wav
1650,1,1650,1757,1650_1650_Anchor_shift+1.wav,1650_1757_Target_shift+1.wav
1650,-1,1650,1757,1650_1650_Anchor_shift-1.wav,1650_1757_Target_shift-1.wav
1743,0,718070,1143840,1743_718070_Anchor_shift0.wav,1743_1143840_Target_shift0.wav
1743,1,718070,1143840,1743_718070_Anchor_shift+1.wav,1743_1143840_Target_shift+1.wav
1743,-1,718070,1143840,1743_718070_Anchor_shift-1.wav,1743_1143840_Target_shift-1.wav
1758,0,11813,617689,1758_11813_Anchor_shift0.wav,1758_617689_Target_shift0.wav
1758,1,11813,617689,1758_11813_Anchor_shift+1.wav,1758_617689_Target_shift+1.wav
1758,-1,11813,617689,1758_11813_Anchor_shift-1.wav,1758_617689_Target_shift-1.wav
1786,0,133194,171668,1786_133194_Anchor_shift0.wav,1786_171668_Target_shift0.wav
1786,1,133194,171668,1786_133194_Anchor_shift+1.wav,1786_171668_Target_shift+1.wav
1786,-1,133194,171668,1786_133194_Anchor_shift-1.wav,1786_171668_Target_shift-1.wav
1884,0,46602,105720,1884_46602_Anchor_shift0.wav,1884_105720_Target_shift0.wav
1884,1,46602,105720,1884_46602_Anchor_shift+1.wav,1884_105720_Target_shift+1.wav
1884,-1,46602,105720,1884_46602_Anchor_shift-1.wav,1884_105720_Target_shift-1.wav
1894,0,840366,1562909,1894_840366_Anchor_shift0.wav,1894_1562909_Target_shift0.wav
1894,1,840366,1562909,1894_840366_Anchor_shift+1.wav,1894_1562909_Target_shift+1.wav
1894,-1,840366,1562909,1894_840366_Anchor_shift-1.wav,1894_1562909_Target_shift-1.wav
1954,0,254678,850783,1954_254678_Anchor_shift0.wav,1954_850783_Target_shift0.wav
1954,1,254678,850783,1954_254678_Anchor_shift+1.wav,1954_850783_Target_shift+1.wav
1954,-1,254678,850783,1954_254678_Anchor_shift-1.wav,1954_850783_Target_shift-1.wav
1969,0,1971,286212,1969_1971_Anchor_shift0.wav,1969_286212_Target_shift0.wav
1969,1,1971,286212,1969_1971_Anchor_shift+1.wav,1969_286212_Target_shift+1.wav
1969,-1,1971,286212,1969_1971_Anchor_shift-1.wav,1969_286212_Target_shift-1.wav
2061,0,606735,818618,2061_606735_Anchor_shift0.wav,2061_818618_Target_shift0.wav
2061,1,606735,818618,2061_606735_Anchor_shift+1.wav,2061_818618_Target_shift+1.wav
2061,-1,606735,818618,2061_606735_Anchor_shift-1.wav,2061_818618_Target_shift-1.wav
2106,0,30400,1388655,2106_30400_Anchor_shift0.wav,2106_1388655_Target_shift0.wav
2106,1,30400,1388655,2106_30400_Anchor_shift+1.wav,2106_1388655_Target_shift+1.wav
2106,-1,30400,1388655,2106_30400_Anchor_shift-1.wav,2106_1388655_Target_shift-1.wav
2143,0,96987,757992,2143_96987_Anchor_shift0.wav,2143_757992_Target_shift0.wav
2143,1,96987,757992,2143_96987_Anchor_shift+1.wav,2143_757992_Target_shift+1.wav
2143,-1,96987,757992,2143_96987_Anchor_shift-1.wav,2143_757992_Target_shift-1.wav
2196,0,41021,106898,2196_41021_Anchor_shift0.wav,2196_106898_Target_shift0.wav
2196,1,41021,106898,2196_41021_Anchor_shift+1.wav,2196_106898_Target_shift+1.wav
2196,-1,41021,106898,2196_41021_Anchor_shift-1.wav,2196_106898_Target_shift-1.wav
2204,0,2205,246693,2204_2205_Anchor_shift0.wav,2204_246693_Target_shift0.wav
2204,1,2205,246693,2204_2205_Anchor_shift+1.wav,2204_246693_Target_shift+1.wav
2204,-1,2205,246693,2204_2205_Anchor_shift-1.wav,2204_246693_Target_shift-1.wav
2325,0,2325,1298299,2325_2325_Anchor_shift0.wav,2325_1298299_Target_shift0.wav
2325,1,2325,1298299,2325_2325_Anchor_shift+1.wav,2325_1298299_Target_shift+1.wav
2325,-1,2325,1298299,2325_2325_Anchor_shift-1.wav,2325_1298299_Target_shift-1.wav
2327,0,153231,1374754,2327_153231_Anchor_shift0.wav,2327_1374754_Target_shift0.wav
2327,1,153231,1374754,2327_153231_Anchor_shift+1.wav,2327_1374754_Target_shift+1.wav
2327,-1,153231,1374754,2327_153231_Anchor_shift-1.wav,2327_1374754_Target_shift-1.wav
2402,0,2402,1135979,2402_2402_Anchor_shift0.wav,2402_1135979_Target_shift0.wav
2402,1,2402,1135979,2402_2402_Anchor_shift+1.wav,2402_1135979_Target_shift+1.wav
2402,-1,2402,1135979,2402_2402_Anchor_shift-1.wav,2402_1135979_Target_shift-1.wav
2407,0,373469,1135987,2407_373469_Anchor_shift0.wav,2407_1135987_Target_shift0.wav
2407,1,373469,1135987,2407_373469_Anchor_shift+1.wav,2407_1135987_Target_shift+1.wav
2407,-1,373469,1135987,2407_373469_Anchor_shift-1.wav,2407_1135987_Target_shift-1.wav
2461,0,26321,1554638,2461_26321_Anchor_shift0.wav,2461_1554638_Target_shift0.wav
2461,1,26321,1554638,2461_26321_Anchor_shift+1.wav,2461_1554638_Target_shift+1.wav
2461,-1,26321,1554638,2461_26321_Anchor_shift-1.wav,2461_1554638_Target_shift-1.wav
2474,0,348331,459700,2474_348331_Anchor_shift0.wav,2474_459700_Target_shift0.wav
2474,1,348331,459700,2474_348331_Anchor_shift+1.wav,2474_459700_Target_shift+1.wav
2474,-1,348331,459700,2474_348331_Anchor_shift-1.wav,2474_459700_Target_shift-1.wav
2606,0,79688,959174,2606_79688_Anchor_shift0.wav,2606_959174_Target_shift0.wav
2606,1,79688,959174,2606_79688_Anchor_shift+1.wav,2606_959174_Target_shift+1.wav
2606,-1,79688,959174,2606_79688_Anchor_shift-1.wav,2606_959174_Target_shift-1.wav
2633,0,1521021,650087,2633_1521021_Anchor_shift0.wav,2633_650087_Target_shift0.wav
2633,1,1521021,650087,2633_1521021_Anchor_shift+1.wav,2633_650087_Target_shift+1.wav
2633,-1,1521021,650087,2633_1521021_Anchor_shift-1.wav,2633_650087_Target_shift-1.wav
2637,0,191188,814570,2637_191188_Anchor_shift0.wav,2637_814570_Target_shift0.wav
2637,1,191188,814570,2637_191188_Anchor_shift+1.wav,2637_814570_Target_shift+1.wav
2637,-1,191188,814570,2637_191188_Anchor_shift-1.wav,2637_814570_Target_shift-1.wav
2647,0,1684279,1254966,2647_1684279_Anchor_shift0.wav,2647_1254966_Target_shift0.wav
2647,1,1684279,1254966,2647_1684279_Anchor_shift+1.wav,2647_1254966_Target_shift+1.wav
2647,-1,1684279,1254966,2647_1684279_Anchor_shift-1.wav,2647_1254966_Target_shift-1.wav
2656,0,25574,677036,2656_25574_Anchor_shift0.wav,2656_677036_Target_shift0.wav
2656,1,25574,677036,2656_25574_Anchor_shift+1.wav,2656_677036_Target_shift+1.wav
2656,-1,25574,677036,2656_25574_Anchor_shift-1.wav,2656_677036_Target_shift-1.wav
2835,0,391508,424940,2835_391508_Anchor_shift0.wav,2835_424940_Target_shift0.wav
2835,1,391508,424940,2835_391508_Anchor_shift+1.wav,2835_424940_Target_shift+1.wav
2835,-1,391508,424940,2835_391508_Anchor_shift-1.wav,2835_424940_Target_shift-1.wav
2841,0,243063,324520,2841_243063_Anchor_shift0.wav,2841_324520_Target_shift0.wav
2841,1,243063,324520,2841_243063_Anchor_shift+1.wav,2841_324520_Target_shift+1.wav
2841,-1,243063,324520,2841_243063_Anchor_shift-1.wav,2841_324520_Target_shift-1.wav
2968,0,40488,169328,2968_40488_Anchor_shift0.wav,2968_169328_Target_shift0.wav
2968,1,40488,169328,2968_40488_Anchor_shift+1.wav,2968_169328_Target_shift+1.wav
2968,-1,40488,169328,2968_40488_Anchor_shift-1.wav,2968_169328_Target_shift-1.wav
3086,0,387139,1218467,3086_387139_Anchor_shift0.wav,3086_1218467_Target_shift0.wav
3086,1,387139,1218467,3086_387139_Anchor_shift+1.wav,3086_1218467_Target_shift+1.wav
3086,-1,387139,1218467,3086_387139_Anchor_shift-1.wav,3086_1218467_Target_shift-1.wav
3101,0,340688,570635,3101_340688_Anchor_shift0.wav,3101_570635_Target_shift0.wav
3101,1,340688,570635,3101_340688_Anchor_shift+1.wav,3101_570635_Target_shift+1.wav
3101,-1,340688,570635,3101_340688_Anchor_shift-1.wav,3101_570635_Target_shift-1.wav
3105,0,806942,1292606,3105_806942_Anchor_shift0.wav,3105_1292606_Target_shift0.wav
3105,1,806942,1292606,3105_806942_Anchor_shift+1.wav,3105_1292606_Target_shift+1.wav
3105,-1,806942,1292606,3105_806942_Anchor_shift-1.wav,3105_1292606_Target_shift-1.wav
3165,0,25243,1561150,3165_25243_Anchor_shift0.wav,3165_1561150_Target_shift0.wav
3165,1,25243,1561150,3165_25243_Anchor_shift+1.wav,3165_1561150_Target_shift+1.wav
3165,-1,25243,1561150,3165_25243_Anchor_shift-1.wav,3165_1561150_Target_shift-1.wav
3174,0,381588,704401,3174_381588_Anchor_shift0.wav,3174_704401_Target_shift0.wav
3174,1,381588,704401,3174_381588_Anchor_shift+1.wav,3174_704401_Target_shift+1.wav
3174,-1,381588,704401,3174_381588_Anchor_shift-1.wav,3174_704401_Target_shift-1.wav
3185,0,34154,692247,3185_34154_Anchor_shift0.wav,3185_692247_Target_shift0.wav
3185,1,34154,692247,3185_34154_Anchor_shift+1.wav,3185_692247_Target_shift+1.wav
3185,-1,34154,692247,3185_34154_Anchor_shift-1.wav,3185_692247_Target_shift-1.wav
3199,0,1063467,3199,3199_1063467_Anchor_shift0.wav,3199_3199_Target_shift0.wav
3199,1,1063467,3199,3199_1063467_Anchor_shift+1.wav,3199_3199_Target_shift+1.wav
3199,-1,1063467,3199,3199_1063467_Anchor_shift-1.wav,3199_3199_Target_shift-1.wav
3276,0,292026,458527,3276_292026_Anchor_shift0.wav,3276_458527_Target_shift0.wav
3276,1,292026,458527,3276_292026_Anchor_shift+1.wav,3276_458527_Target_shift+1.wav
3276,-1,292026,458527,3276_292026_Anchor_shift-1.wav,3276_458527_Target_shift-1.wav
3493,0,490555,1430816,3493_490555_Anchor_shift0.wav,3493_1430816_Target_shift0.wav
3493,1,490555,1430816,3493_490555_Anchor_shift+1.wav,3493_1430816_Target_shift+1.wav
3493,-1,490555,1430816,3493_490555_Anchor_shift-1.wav,3493_1430816_Target_shift-1.wav
3576,0,1172170,1442354,3576_1172170_Anchor_shift0.wav,3576_1442354_Target_shift0.wav
3576,1,1172170,1442354,3576_1172170_Anchor_shift+1.wav,3576_1442354_Target_shift+1.wav
3576,-1,1172170,1442354,3576_1172170_Anchor_shift-1.wav,3576_1442354_Target_shift-1.wav
3684,0,3684,7270,3684_3684_Anchor_shift0.wav,3684_7270_Target_shift0.wav
3684,1,3684,7270,3684_3684_Anchor_shift+1.wav,3684_7270_Target_shift+1.wav
3684,-1,3684,7270,3684_3684_Anchor_shift-1.wav,3684_7270_Target_shift-1.wav
3708,0,607830,897002,3708_607830_Anchor_shift0.wav,3708_897002_Target_shift0.wav
3708,1,607830,897002,3708_607830_Anchor_shift+1.wav,3708_897002_Target_shift+1.wav
3708,-1,607830,897002,3708_607830_Anchor_shift-1.wav,3708_897002_Target_shift-1.wav
3798,0,610584,1578177,3798_610584_Anchor_shift0.wav,3798_1578177_Target_shift0.wav
3798,1,610584,1578177,3798_610584_Anchor_shift+1.wav,3798_1578177_Target_shift+1.wav
3798,-1,610584,1578177,3798_610584_Anchor_shift-1.wav,3798_1578177_Target_shift-1.wav
3816,0,305330,342103,3816_305330_Anchor_shift0.wav,3816_342103_Target_shift0.wav
3816,1,305330,342103,3816_305330_Anchor_shift+1.wav,3816_342103_Target_shift+1.wav
3816,-1,305330,342103,3816_305330_Anchor_shift-1.wav,3816_342103_Target_shift-1.wav
3839,0,48455,539803,3839_48455_Anchor_shift0.wav,3839_539803_Target_shift0.wav
3839,1,48455,539803,3839_48455_Anchor_shift+1.wav,3839_539803_Target_shift+1.wav
3839,-1,48455,539803,3839_48455_Anchor_shift-1.wav,3839_539803_Target_shift-1.wav
3856,0,168909,1741150,3856_168909_Anchor_shift0.wav,3856_1741150_Target_shift0.wav
3856,1,168909,1741150,3856_168909_Anchor_shift+1.wav,3856_1741150_Target_shift+1.wav
3856,-1,168909,1741150,3856_168909_Anchor_shift-1.wav,3856_1741150_Target_shift-1.wav
3860,0,733408,1013303,3860_733408_Anchor_shift0.wav,3860_1013303_Target_shift0.wav
3860,1,733408,1013303,3860_733408_Anchor_shift+1.wav,3860_1013303_Target_shift+1.wav
3860,-1,733408,1013303,3860_733408_Anchor_shift-1.wav,3860_1013303_Target_shift-1.wav
3875,0,95070,676095,3875_95070_Anchor_shift0.wav,3875_676095_Target_shift0.wav
3875,1,95070,676095,3875_95070_Anchor_shift+1.wav,3875_676095_Target_shift+1.wav
3875,-1,95070,676095,3875_95070_Anchor_shift-1.wav,3875_676095_Target_shift-1.wav
3880,0,55500,1631784,3880_55500_Anchor_shift0.wav,3880_1631784_Target_shift0.wav
3880,1,55500,1631784,3880_55500_Anchor_shift+1.wav,3880_1631784_Target_shift+1.wav
3880,-1,55500,1631784,3880_55500_Anchor_shift-1.wav,3880_1631784_Target_shift-1.wav
3882,0,124642,213537,3882_124642_Anchor_shift0.wav,3882_213537_Target_shift0.wav
3882,1,124642,213537,3882_124642_Anchor_shift+1.wav,3882_213537_Target_shift+1.wav
