work_id,anchor_perf_id,target_perf_id,anchor_audio_file,target_audio_file
3086,387139,1218467,3086_387139_Anchor_Chorus.wav,3086_1218467_Target_Chorus.wav
3101,340688,570635,3101_340688_Anchor_Chorus.wav,3101_570635_Target_Chorus.wav
3105,806942,1292606,3105_806942_Anchor_Chorus.wav,3105_1292606_Target_Chorus.wav
3165,25243,1561150,3165_25243_Anchor_Chorus.wav,3165_1561150_Target_Chorus.wav
3174,381588,704401,3174_381588_Anchor_Chorus.wav,3174_704401_Target_Chorus.wav
3185,34154,692247,3185_34154_Anchor_Chorus.wav,3185_692247_Target_Chorus.wav
3199,1063467,3199,3199_1063467_Anchor_Chorus.wav,3199_3199_Target_Chorus.wav
3276,292026,458527,3276_292026_Anchor_Chorus.wav,3276_458527_Target_Chorus.wav
3493,490555,1430816,3493_490555_Anchor_Chorus.wav,3493_1430816_Target_Chorus.wav
3576,1172170,1442354,3576_1172170_Anchor_Chorus.wav,3576_1442354_Target_Chorus.wav
3684,3684,7270,3684_3684_Anchor_Chorus.wav,3684_7270_Target_Chorus.wav
3708,607830,897002,3708_607830_Anchor_Chorus.wav,3708_897002_Target_Chorus.wav
3798,610584,1578177,3798_610584_Anchor_Chorus.wav,3798_1578177_Target_Chorus.wav
3816,305330,342103,3816_305330_Anchor_Chorus.wav,3816_342103_Target_Chorus.wav
3839,48455,539803,3839_48455_Anchor_Chorus.wav,3839_539803_Target_Chorus.wav
3856,168909,1741150,3856_168909_Anchor_Chorus.wav,3856_1741150_Target_Chorus.wav
3860,733408,1013303,3860_733408_Anchor_Chorus.wav,3860_1013303_Target_Chorus.wav
3875,95070,676095,3875_95070_Anchor_Chorus.wav,3875_676095_Target_Chorus.wav
3880,55500,1631784,3880_55500_Anchor_Chorus.wav,3880_1631784_Target_Chorus.wav
3882,124642,213537,3882_124642_Anchor_Chorus.wav,3882_213537_Target_Chorus.wav
3902,55499,241702,3902_55499_Anchor_Chorus.wav,3902_241702_Target_Chorus.wav
3917,362537,1104551,3917_362537_Anchor_Chorus.wav,3917_1104551_Target_Chorus.wav
3976,889043,8775,3976_889043_Anchor_Chorus.wav,3976_8775_Target_Chorus.wav
3980,1029427,3980,3980_1029427_Anchor_Chorus.wav,3980_3980_Target_Chorus.wav
4037,4194,1442542,4037_4194_Anchor_Chorus.wav,4037_1442542_Target_Chorus.wav
4066,258643,855430,4066_258643_Anchor_Chorus.wav,4066_855430_Target_Chorus.wav
4103,559127,1081767,4103_559127_Anchor_Chorus.wav,4103_1081767_Target_Chorus.wav
4116,166998,971975,4116_166998_Anchor_Chorus.wav,4116_971975_Target_Chorus.wav
4131,390623,524489,4131_390623_Anchor_Chorus.wav,4131_524489_Target_Chorus.wav
4195,1584449,34162,4195_1584449_Anchor_Chorus.wav,4195_34162_Target_Chorus.wav
4232,964766,509185,4232_964766_Anchor_Chorus.wav,4232_509185_Target_Chorus.wav
4249,694261,4249,4249_694261_Anchor_Chorus.wav,4249_4249_Target_Chorus.wav
4351,576769,4351,4351_576769_Anchor_Chorus.wav,4351_4351_Target_Chorus.wav
4393,372238,1426554,4393_372238_Anchor_Chorus.wav,4393_1426554_Target_Chorus.wav
4435,109349,42647,4435_109349_Anchor_Chorus.wav,4435_42647_Target_Chorus.wav
4444,1086102,1721270,4444_1086102_Anchor_Chorus.wav,4444_1721270_Target_Chorus.wav
4470,916305,1077430,4470_916305_Anchor_Chorus.wav,4470_1077430_Target_Chorus.wav
4489,1145097,1264564,4489_1145097_Anchor_Chorus.wav,4489_1264564_Target_Chorus.wav
4525,178828,368937,4525_178828_Anchor_Chorus.wav,4525_368937_Target_Chorus.wav
4533,68238,587356,4533_68238_Anchor_Chorus.wav,4533_587356_Target_Chorus.wav
4615,6502,252973,4615_6502_Anchor_Chorus.wav,4615_252973_Target_Chorus.wav
4637,971420,571410,4637_971420_Anchor_Chorus.wav,4637_571410_Target_Chorus.wav
4642,1354800,1361106,4642_1354800_Anchor_Chorus.wav,4642_1361106_Target_Chorus.wav
4670,4671,304887,4670_4671_Anchor_Chorus.wav,4670_304887_Target_Chorus.wav
4690,469074,740851,4690_469074_Anchor_Chorus.wav,4690_740851_Target_Chorus.wav
4696,659441,158355,4696_659441_Anchor_Chorus.wav,4696_158355_Target_Chorus.wav
4702,571012,1053691,4702_571012_Anchor_Chorus.wav,4702_1053691_Target_Chorus.wav
4730,5705,29241,4730_5705_Anchor_Chorus.wav,4730_29241_Target_Chorus.wav
4762,405601,444300,4762_405601_Anchor_Chorus.wav,4762_444300_Target_Chorus.wav
4781,1255038,1668799,4781_1255038_Anchor_Chorus.wav,4781_1668799_Target_Chorus.wav
4824,585512,831808,4824_585512_Anchor_Chorus.wav,4824_831808_Target_Chorus.wav
4837,1589162,128661,4837_1589162_Anchor_Chorus.wav,4837_128661_Target_Chorus.wav
4878,352143,638402,4878_352143_Anchor_Chorus.wav,4878_638402_Target_Chorus.wav
4922,703492,305093,4922_703492_Anchor_Chorus.wav,4922_305093_Target_Chorus.wav
4929,429660,912470,4929_429660_Anchor_Chorus.wav,4929_912470_Target_Chorus.wav
5316,1295007,931428,5316_1295007_Anchor_Chorus.wav,5316_931428_Target_Chorus.wav
5339,615768,870616,5339_615768_Anchor_Chorus.wav,5339_870616_Target_Chorus.wav
5363,43442,433931,5363_43442_Anchor_Chorus.wav,5363_433931_Target_Chorus.wav
5502,359899,1371785,5502_359899_Anchor_Chorus.wav,5502_1371785_Target_Chorus.wav
5572,815628,5572,5572_815628_Anchor_Chorus.wav,5572_5572_Target_Chorus.wav
5588,1425275,1083211,5588_1425275_Anchor_Chorus.wav,5588_1083211_Target_Chorus.wav
5595,479780,716721,5595_479780_Anchor_Chorus.wav,5595_716721_Target_Chorus.wav
5652,510430,1048417,5652_510430_Anchor_Chorus.wav,5652_1048417_Target_Chorus.wav
5669,1180784,713429,5669_1180784_Anchor_Chorus.wav,5669_713429_Target_Chorus.wav
5674,1068235,1679737,5674_1068235_Anchor_Chorus.wav,5674_1679737_Target_Chorus.wav
5777,691182,746042,5777_691182_Anchor_Chorus.wav,5777_746042_Target_Chorus.wav
5851,447326,1266893,5851_447326_Anchor_Chorus.wav,5851_1266893_Target_Chorus.wav
5854,945892,1077335,5854_945892_Anchor_Chorus.wav,5854_1077335_Target_Chorus.wav
5919,589357,850131,5919_589357_Anchor_Chorus.wav,5919_850131_Target_Chorus.wav
5948,33010,110338,5948_33010_Anchor_Chorus.wav,5948_110338_Target_Chorus.wav
5973,824223,870158,5973_824223_Anchor_Chorus.wav,5973_870158_Target_Chorus.wav
6085,6085,856523,6085_6085_Anchor_Chorus.wav,6085_856523_Target_Chorus.wav
6097,1759174,753406,6097_1759174_Anchor_Chorus.wav,6097_753406_Target_Chorus.wav
6114,394851,6143,6114_394851_Anchor_Chorus.wav,6114_6143_Target_Chorus.wav
6173,31632,6173,6173_31632_Anchor_Chorus.wav,6173_6173_Target_Chorus.wav
6207,987211,1095268,6207_987211_Anchor_Chorus.wav,6207_1095268_Target_Chorus.wav
6220,411405,1444269,6220_411405_Anchor_Chorus.wav,6220_1444269_Target_Chorus.wav
6279,343070,867498,6279_343070_Anchor_Chorus.wav,6279_867498_Target_Chorus.wav
6328,65347,1143496,6328_65347_Anchor_Chorus.wav,6328_1143496_Target_Chorus.wav
6347,6347,6348,6347_6347_Anchor_Chorus.wav,6347_6348_Target_Chorus.wav
6451,1314791,673550,6451_1314791_Anchor_Chorus.wav,6451_673550_Target_Chorus.wav
6475,697935,1629975,6475_697935_Anchor_Chorus.wav,6475_1629975_Target_Chorus.wav
6477,955301,129497,6477_955301_Anchor_Chorus.wav,6477_129497_Target_Chorus.wav
6485,758091,787340,6485_758091_Anchor_Chorus.wav,6485_787340_Target_Chorus.wav
6509,217409,866862,6509_217409_Anchor_Chorus.wav,6509_866862_Target_Chorus.wav
6569,17109,850378,6569_17109_Anchor_Chorus.wav,6569_850378_Target_Chorus.wav
6596,102096,1117968,6596_102096_Anchor_Chorus.wav,6596_1117968_Target_Chorus.wav
6616,1249549,6616,6616_1249549_Anchor_Chorus.wav,6616_6616_Target_Chorus.wav
6628,171827,335674,6628_171827_Anchor_Chorus.wav,6628_335674_Target_Chorus.wav
6715,1185862,702110,6715_1185862_Anchor_Chorus.wav,6715_702110_Target_Chorus.wav
6722,23927,659222,6722_23927_Anchor_Chorus.wav,6722_659222_Target_Chorus.wav
6760,1115882,1498249,6760_1115882_Anchor_Chorus.wav,6760_1498249_Target_Chorus.wav
6764,428999,6764,6764_428999_Anchor_Chorus.wav,6764_6764_Target_Chorus.wav
6771,1544806,690180,6771_1544806_Anchor_Chorus.wav,6771_690180_Target_Chorus.wav
6774,1449888,583663,6774_1449888_Anchor_Chorus.wav,6774_583663_Target_Chorus.wav
6777,6778,1451326,6777_6778_Anchor_Chorus.wav,6777_1451326_Target_Chorus.wav
6859,875821,926868,6859_875821_Anchor_Chorus.wav,6859_926868_Target_Chorus.wav
6872,1266275,1303837,6872_1266275_Anchor_Chorus.wav,6872_1303837_Target_Chorus.wav
6874,260980,1134433,6874_260980_Anchor_Chorus.wav,6874_1134433_Target_Chorus.wav
6895,301302,1643833,6895_301302_Anchor_Chorus.wav,6895_1643833_Target_Chorus.wav
6991,6992,526380,6991_6992_Anchor_Chorus.wav,6991_526380_Target_Chorus.wav
6996,210701,6996,6996_210701_Anchor_Chorus.wav,6996_6996_Target_Chorus.wav
7009,1310713,7009,7009_1310713_Anchor_Chorus.wav,7009_7009_Target_Chorus.wav
7034,1146074,7034,7034_1146074_Anchor_Chorus.wav,7034_7034_Target_Chorus.wav
7184,1316493,1522622,7184_1316493_Anchor_Chorus.wav,7184_1522622_Target_Chorus.wav
7199,482403,719443,7199_482403_Anchor_Chorus.wav,7199_719443_Target_Chorus.wav
7229,241841,948270,7229_241841_Anchor_Chorus.wav,7229_948270_Target_Chorus.wav
7245,492511,784837,7245_492511_Anchor_Chorus.wav,7245_784837_Target_Chorus.wav
7259,880239,1293742,7259_880239_Anchor_Chorus.wav,7259_1293742_Target_Chorus.wav
7261,46413,467302,7261_46413_Anchor_Chorus.wav,7261_467302_Target_Chorus.wav
7267,131735,579062,7267_131735_Anchor_Chorus.wav,7267_579062_Target_Chorus.wav
7399,896623,1136900,7399_896623_Anchor_Chorus.wav,7399_1136900_Target_Chorus.wav
7428,195806,7428,7428_195806_Anchor_Chorus.wav,7428_7428_Target_Chorus.wav
7469,634789,851189,7469_634789_Anchor_Chorus.wav,7469_851189_Target_Chorus.wav
7488,731669,785751,7488_731669_Anchor_Chorus.wav,7488_785751_Target_Chorus.wav
7490,318711,689893,7490_318711_Anchor_Chorus.wav,7490_689893_Target_Chorus.wav
7562,40483,966876,7562_40483_Anchor_Chorus.wav,7562_966876_Target_Chorus.wav
7583,1065704,1227630,7583_1065704_Anchor_Chorus.wav,7583_1227630_Target_Chorus.wav
7584,1549794,126047,7584_1549794_Anchor_Chorus.wav,7584_126047_Target_Chorus.wav
7640,49052,121944,7640_49052_Anchor_Chorus.wav,7640_121944_Target_Chorus.wav
7735,603244,1118938,7735_603244_Anchor_Chorus.wav,7735_1118938_Target_Chorus.wav
7800,1101790,345547,7800_1101790_Anchor_Chorus.wav,7800_345547_Target_Chorus.wav
7816,458928,1222208,7816_458928_Anchor_Chorus.wav,7816_1222208_Target_Chorus.wav
7865,163980,179710,7865_163980_Anchor_Chorus.wav,7865_179710_Target_Chorus.wav
7895,1113986,1283805,7895_1113986_Anchor_Chorus.wav,7895_1283805_Target_Chorus.wav
8142,1394241,1628428,8142_1394241_Anchor_Chorus.wav,8142_1628428_Target_Chorus.wav
8172,600251,928983,8172_600251_Anchor_Chorus.wav,8172_928983_Target_Chorus.wav
8252,383237,612193,8252_383237_Anchor_Chorus.wav,8252_612193_Target_Chorus.wav
8269,8270,8269,8269_8270_Anchor_Chorus.wav,8269_8269_Target_Chorus.wav
8346,155269,167278,8346_155269_Anchor_Chorus.wav,8346_167278_Target_Chorus.wav
8357,16893,8357,8357_16893_Anchor_Chorus.wav,8357_8357_Target_Chorus.wav
8372,740256,180942,8372_740256_Anchor_Chorus.wav,8372_180942_Target_Chorus.wav
8439,616838,1395003,8439_616838_Anchor_Chorus.wav,8439_1395003_Target_Chorus.wav
8471,85857,938896,8471_85857_Anchor_Chorus.wav,8471_938896_Target_Chorus.wav
8521,8523,1588679,8521_8523_Anchor_Chorus.wav,8521_1588679_Target_Chorus.wav
8754,832936,1565760,8754_832936_Anchor_Chorus.wav,8754_1565760_Target_Chorus.wav
8799,1459981,1460063,8799_1459981_Anchor_Chorus.wav,8799_1460063_Target_Chorus.wav
8803,632377,8803,8803_632377_Anchor_Chorus.wav,8803_8803_Target_Chorus.wav
8828,84548,204602,8828_84548_Anchor_Chorus.wav,8828_204602_Target_Chorus.wav
8892,169054,501187,8892_169054_Anchor_Chorus.wav,8892_501187_Target_Chorus.wav
8920,415267,1135830,8920_415267_Anchor_Chorus.wav,8920_1135830_Target_Chorus.wav
8937,172821,1129921,8937_172821_Anchor_Chorus.wav,8937_1129921_Target_Chorus.wav
8945,677241,882675,8945_677241_Anchor_Chorus.wav,8945_882675_Target_Chorus.wav
8968,306546,1751421,8968_306546_Anchor_Chorus.wav,8968_1751421_Target_Chorus.wav
8979,8980,355012,8979_8980_Anchor_Chorus.wav,8979_355012_Target_Chorus.wav
9006,1318371,401129,9006_1318371_Anchor_Chorus.wav,9006_401129_Target_Chorus.wav
9008,373302,485697,9008_373302_Anchor_Chorus.wav,9008_485697_Target_Chorus.wav
9024,813703,1720762,9024_813703_Anchor_Chorus.wav,9024_1720762_Target_Chorus.wav
9044,289944,713069,9044_289944_Anchor_Chorus.wav,9044_713069_Target_Chorus.wav
9072,1081544,464341,9072_1081544_Anchor_Chorus.wav,9072_464341_Target_Chorus.wav
9118,205806,281140,9118_205806_Anchor_Chorus.wav,9118_281140_Target_Chorus.wav
9131,174119,239631,9131_174119_Anchor_Chorus.wav,9131_239631_Target_Chorus.wav
9202,397841,812601,9202_397841_Anchor_Chorus.wav,9202_812601_Target_Chorus.wav
9262,303772,450578,9262_303772_Anchor_Chorus.wav,9262_450578_Target_Chorus.wav
9263,1226686,1526031,9263_1226686_Anchor_Chorus.wav,9263_1526031_Target_Chorus.wav
9267,1269002,1594890,9267_1269002_Anchor_Chorus.wav,9267_1594890_Target_Chorus.wav
9322,690923,1348772,9322_690923_Anchor_Chorus.wav,9322_1348772_Target_Chorus.wav
9401,1569884,1706694,9401_1569884_Anchor_Chorus.wav,9401_1706694_Target_Chorus.wav
9508,1023129,9508,9508_1023129_Anchor_Chorus.wav,9508_9508_Target_Chorus.wav
9553,60620,601998,9553_60620_Anchor_Chorus.wav,9553_601998_Target_Chorus.wav
9571,1650675,9571,9571_1650675_Anchor_Chorus.wav,9571_9571_Target_Chorus.wav
9605,1334913,1441248,9605_1334913_Anchor_Chorus.wav,9605_1441248_Target_Chorus.wav
9671,39619,1533951,9671_39619_Anchor_Chorus.wav,9671_1533951_Target_Chorus.wav
9673,157445,312917,9673_157445_Anchor_Chorus.wav,9673_312917_Target_Chorus.wav
9676,363907,552113,9676_363907_Anchor_Chorus.wav,9676_552113_Target_Chorus.wav
9720,9720,1000973,9720_9720_Anchor_Chorus.wav,9720_1000973_Target_Chorus.wav
9724,1560055,1067478,9724_1560055_Anchor_Chorus.wav,9724_1067478_Target_Chorus.wav
9784,9785,848827,9784_9785_Anchor_Chorus.wav,9784_848827_Target_Chorus.wav
9941,34270,901453,9941_34270_Anchor_Chorus.wav,9941_901453_Target_Chorus.wav
9958,774330,1037791,9958_774330_Anchor_Chorus.wav,9958_1037791_Target_Chorus.wav
10009,10009,183425,10009_10009_Anchor_Chorus.wav,10009_183425_Target_Chorus.wav
10017,49456,1195801,10017_49456_Anchor_Chorus.wav,10017_1195801_Target_Chorus.wav
10040,10041,382216,10040_10041_Anchor_Chorus.wav,10040_382216_Target_Chorus.wav
10053,1187878,1762588,10053_1187878_Anchor_Chorus.wav,10053_1762588_Target_Chorus.wav
10091,812035,631173,10091_812035_Anchor_Chorus.wav,10091_631173_Target_Chorus.wav
10095,797075,1285034,10095_797075_Anchor_Chorus.wav,10095_1285034_Target_Chorus.wav
10125,10126,55130,10125_10126_Anchor_Chorus.wav,10125_55130_Target_Chorus.wav
10139,391569,770029,10139_391569_Anchor_Chorus.wav,10139_770029_Target_Chorus.wav
10141,1678577,919552,10141_1678577_Anchor_Chorus.wav,10141_919552_Target_Chorus.wav
10154,1266101,581409,10154_1266101_Anchor_Chorus.wav,10154_581409_Target_Chorus.wav
10159,1268641,1397157,10159_1268641_Anchor_Chorus.wav,10159_1397157_Target_Chorus.wav
10212,111004,146038,10212_111004_Anchor_Chorus.wav,10212_146038_Target_Chorus.wav
10250,965678,39588,10250_965678_Anchor_Chorus.wav,10250_39588_Target_Chorus.wav
10352,1554367,37770,10352_1554367_Anchor_Chorus.wav,10352_37770_Target_Chorus.wav
10380,802916,215889,10380_802916_Anchor_Chorus.wav,10380_215889_Target_Chorus.wav
10381,30091,898832,10381_30091_Anchor_Chorus.wav,10381_898832_Target_Chorus.wav
10599,10597,402686,10599_10597_Anchor_Chorus.wav,10599_402686_Target_Chorus.wav
10788,381608,1076696,10788_381608_Anchor_Chorus.wav,10788_1076696_Target_Chorus.wav
10791,1147235,53397,10791_1147235_Anchor_Chorus.wav,10791_53397_Target_Chorus.wav
10825,987263,1691965,10825_987263_Anchor_Chorus.wav,10825_1691965_Target_Chorus.wav
10845,1742268,245880,10845_1742268_Anchor_Chorus.wav,10845_245880_Target_Chorus.wav
10852,1533300,1589975,10852_1533300_Anchor_Chorus.wav,10852_1589975_Target_Chorus.wav
10890,1281246,1666512,10890_1281246_Anchor_Chorus.wav,10890_1666512_Target_Chorus.wav
10895,468145,1430173,10895_468145_Anchor_Chorus.wav,10895_1430173_Target_Chorus.wav
10911,851537,110068,10911_851537_Anchor_Chorus.wav,10911_110068_Target_Chorus.wav
10961,128988,858814,10961_128988_Anchor_Chorus.wav,10961_858814_Target_Chorus.wav
10974,281418,606055,10974_281418_Anchor_Chorus.wav,10974_606055_Target_Chorus.wav
11006,1149343,897144,11006_1149343_Anchor_Chorus.wav,11006_897144_Target_Chorus.wav
11008,41439,286615,11008_41439_Anchor_Chorus.wav,11008_286615_Target_Chorus.wav
11102,11104,11102,11102_11104_Anchor_Chorus.wav,11102_11102_Target_Chorus.wav
11105,49576,848905,11105_49576_Anchor_Chorus.wav,11105_848905_Target_Chorus.wav
11190,11192,449321,11190_11192_Anchor_Chorus.wav,11190_449321_Target_Chorus.wav
11300,469433,1136888,11300_469433_Anchor_Chorus.wav,11300_1136888_Target_Chorus.wav
11315,11320,11315,11315_11320_Anchor_Chorus.wav,11315_11315_Target_Chorus.wav
11316,796199,865580,11316_796199_Anchor_Chorus.wav,11316_865580_Target_Chorus.wav
11408,318720,595192,11408_318720_Anchor_Chorus.wav,11408_595192_Target_Chorus.wav
11429,53986,441331,11429_53986_Anchor_Chorus.wav,11429_441331_Target_Chorus.wav
11434,320576,1555165,11434_320576_Anchor_Chorus.wav,11434_1555165_Target_Chorus.wav
11471,1220933,37981,11471_1220933_Anchor_Chorus.wav,11471_37981_Target_Chorus.wav
11475,43495,431430,11475_43495_Anchor_Chorus.wav,11475_431430_Target_Chorus.wav
11516,1277686,889144,11516_1277686_Anchor_Chorus.wav,11516_889144_Target_Chorus.wav
11535,915992,750179,11535_915992_Anchor_Chorus.wav,11535_750179_Target_Chorus.wav
11552,325072,1308351,11552_325072_Anchor_Chorus.wav,11552_1308351_Target_Chorus.wav
11657,926294,781778,11657_926294_Anchor_Chorus.wav,11657_781778_Target_Chorus.wav
11704,41874,441775,11704_41874_Anchor_Chorus.wav,11704_441775_Target_Chorus.wav
11756,36940,515672,11756_36940_Anchor_Chorus.wav,11756_515672_Target_Chorus.wav
11785,138840,979868,11785_138840_Anchor_Chorus.wav,11785_979868_Target_Chorus.wav
11804,214152,11805,11804_214152_Anchor_Chorus.wav,11804_11805_Target_Chorus.wav
11815,45085,1586277,11815_45085_Anchor_Chorus.wav,11815_1586277_Target_Chorus.wav
11819,737690,1105762,11819_737690_Anchor_Chorus.wav,11819_1105762_Target_Chorus.wav
11823,181600,580288,11823_181600_Anchor_Chorus.wav,11823_580288_Target_Chorus.wav
11916,27681,1309932,11916_27681_Anchor_Chorus.wav,11916_1309932_Target_Chorus.wav
11988,72493,627730,11988_72493_Anchor_Chorus.wav,11988_627730_Target_Chorus.wav
12075,103161,949361,12075_103161_Anchor_Chorus.wav,12075_949361_Target_Chorus.wav
